accolades,aging,alcohol,average_age_of_vines,cheese_pairing,country,density,description,dessert_pairing,fermentation_&_maceration,grape_varietal,harvest_method,legumes_pairing,meat_pairing,mouth_attribute,name,nose_attribute,others_pairing,pasta_pairing,price,producer,product_type,production_method,psata_pairing,region,seafood_pairing,sku,vintage,volume(ml),winemakers,acidity
"Sweet Wine, Decanter World Wine Awards Bronze",,5.5%,from 10 to 30 years,,ITALY,55 hl,"Very charming pale red colour with soft violet hues. There is the typically aromatic Brachetto grape bouquet, a light musky scent with hints of rose. Its taste is sweet, sapid, recalling the fruity character of the fragrance, with good structure and length. Pair with all kind of desserts especially with fruit tarts, wild berries and spicy food.  Vintage in image may vary. Refer to wine facts for current vintage.","Wonderful as an aperitif , the Brachetto d’Acqui is perfect also with all kind of dessert especially with fruit tarts, wild berries, fruit in syrup and sweet biscuits (above all with genuine Italian soft “amaretti”). Try it also with spicy food!","Grapes are softly pressed, with skin and must contact for 24-48 hours. Decantated at 0 degrees, to start the fermentation in  autoclave at a controlled temperature till it reaches 5,5/6 % alc. by vol. Natural production of CO2 (little bubbles) during fermentation.",Brachetto,Harvest beginning September in 20kg crates,,,"Frizzante, Fruity, Sweet","LA GIRONDA 2023 - Brachetto d'Acqui, Piedmont - Italy","Floral, Fruity, Red Berries",,,30.0,La Gironda,Red Wine,,,Piedmont,,IT50,2023,,Susanna Galandrino,Medium Acidity
,No,13.5%,> 25 years old,,SPAIN,,"Blend of 60% Garnacha and 40% Tempranillo grapes. A soft purple colour. Marked youthful aromas of violets and blueberries. A juicy and rich mouthfeel full of berries and spice. Delicious with ibï¿½ricos, pizzas and Tex Mex.  Vintage in image may vary. Refer to wine facts for current vintage.",,Fermented in stainless steel tanks,"Garnacha, Tempranillo",Machine picked,,Delicious with ibérico ham and Tex Mex,"Oaky, Sweet",MONASTERIO DE LAS VINAS 2022 - Joven - Cariñena DOC - Spain,"Floral, Fruity, Spices",Pizzas in general,,30.0,Grandes Vinos,Red Wine,Sustainable,,Carinena,,SP88,2022,,Grandes Vinos,Medium Acidity
,Yes,13%,35 years,Enjoy with cheese,FRANCE,,"Dark ruby red colour with purple highlights. Nose of black fruit, touches of vanilla and liquorice. Robust attack in the mouth, marked by woods. More appealing evolution with fruity accents. Mineral touch on the finish. Serve with grilled meats.",,Yes,,Mechanical,,"Enjoy with red meat, grilled meat",,CHÂTEAU MAYNARD 2023 - Bordeaux - France,,,,30.0,Vignoble Clissey Fermis,Red Wine,,,,,BO78,2023,750,Vignoble Clissey Fermis (Clissey family),Medium Acidity
"Sweet Wine, Vegan Wine",1 Month in stainless steel,6%,20 Years,Pair with cheese board,AUSTRALIA,Varied,"Vibrant pink colour. Enjoy lifted aromas of Fresh strawberries, raspberry confectionary, and hints of roses and violets. A combination of red berry flavours and sugar sweetness, balanced with zesty fresh acidity and spritz, leading to a refreshing clean finish. Pair with a fresh fruit platter or a cheese board. Vintage in image may vary. Refer to wine facts for current vintage.",Pair with fresh fruit platter/span>,"Fermentation for 18 – 22 Days at 14 – 16 Degrees C, then settled and fined in stainless steel storage before final filtration.",Muscat,Machine,,,"Fresh, Sweet","CALABRIA FAMILY WINES ""Richland"" - Pink Moscato - Riverina, NSW - Australia",Citrus,,,30.0,Calabria Family Wines,Rose,16 – 18 Tonne/Ha,,New South Wales,,AU107,NV,750,Multiple,Medium Acidity
,12 Months in oak barrels,14%,20 years old,This wine will be the perfect partner for a good selection of cheeses.,FRANCE,8000/ht,Deep ruby color. Light fruity nose announcing suppleness. Nice roundness on the palate. It features seductive notes of ripe red and black fruit. Pleasant and fluid wine with ageing well proportioned to the fruit.   Vintage in image may vary. Refer to wine facts for current vintage.,,Fermentation in stailess still then 6 month in barrel,"Cabernet Franc, Cabernet Sauvignon, Merlot",Mechanical,,"Serve with morels sweetbread, braised suckling lamb or with roasted venison and truffles gravy.","Complex, Long Finish","CHATEAU PONTET PLAISANCE 2019 - St Emilion Grand Cru, Bordeaux - France","Dark Fruit, Earthy, Coffee",,,30.0,VIGNOBLES ARNAULT,Red Wine,17 000 btl,,Bordeaux,,BO193,2019,750,Jean-Claude Arnaud,Medium Acidity
,,13.5%,,,NEW ZEALAND,,"A vibrant wine with a bouquet of dark cherries, plum notes with hints of asian spice and dried herbs, soft velvety tanins.  Vintage in image may vary. Refer to wine facts for current vintage.",,,,,,"Pair with beef, lamb, veal, or poultry",,DASHWOOD - Pinot Noir - Marlborough - New Zealand,,,,30.0,Foley Wines,Red Wine,,,,,NZ33,2020,750,Stu Marfell,Medium Acidity
,Stainless steel tank,14%,10 years,,SOUTH AFRICA,3300,"Brilliant with pale straw tints. Fruity and elegant with aromas of grapefruit and pear laced with yellow peach and tangerine. The entrance is soft and voluptuous with beautifully balanced stone fruit and citrus firmly supported by supple acidity, generous structure and a harmonious, persistent finish.",,Fermentation in temperature controlled stainless steel tanks at 12degrees centigrade,Chardonnay,Hand Harvest,,"Roasted chicken, tender lamb, pastas.","Balanced, Dry, Medium-bodied, Round","FOOTPRINT ""The Long Walk"" 2023 - Chardonnay - Breedekloof - South Africa","Citrus, Fruity",,,30.0,African Pride Wines,,15tons/Hectare,,Western Cape,Baked fish.,SA08,2023,,Mike Graham,High Acidity
Sweet Wine,,6%,,,AUSTRALIA,,"Pale lime-yellow colour. Fresh and fruity nose with lifted floral, tropical fruit, lime and musk aromas. Lovely refreshing palate. Sweet and spritzy with fresh, natural acidity and a green apple finish. Light in alcohol and delicate.",Desserts including meringue and cheesecake or a fresh fruit salad. Possibly best suited to strawberries and rockmelon served with a chocolate dipping sauce - at any time of day.,"Moscato is made from Muscat Gordo Blanco   fermented with an aromatic yeast to accentuate the fruit. The slow, cool fermentation was arrested early.",Muscat Gordo Blanco,Machanical,,,"Easy-drinking, Fresh, Frizzante, Fruity, Light, Sweet",DEAKIN ESTATE 2023 - Moscato - Victoria - Australia,"Floral, Fruity",,,32.0,Wingara Wine Group,Sweet Wine,"80,000 bottles",,Central Victoria,,AU05,2023,750,Frank Newman,- Medium Acidity
"Organic Wine, Vegan Wine",12-14 months,11.5%,20 years,,SPAIN,Density  2.500 – 3.000 cepas Hectarea,"Bright, Straw yellow. Small and delicate bubble. Clean and citrus aroma with floral hints. Balanced and long-lasting taste. Good presence on the palate and clean after- taste.  Vintage in image may vary. Refer to wine facts for current vintage.",,Fermentation and maceration in stainless steel vats  at at trolled temperature.,"Macabeo, Parellada, Xarel-lo",Hand-picked,,"White meats in light sauces, appetizers, barbecue, tapas.","Balanced, Fine Bubbles, Fresh, Long Finish, Medium Bubbles","FEDERICO PATERNINA ""Banda Azul"" - Organic Cava Brut, Penedes - Spain","Citrus, Floral, Fruity, Nutty, Toasted",,,32.0,Marques de la Concordia Family of Wines,Champagne & Sparkling,Depends on the wines. From 3.000 - 6.000kg per hectare,,"Cava, Penedes","Fish dishes, grilled seafood, appetizers, tapas.",CH50,2022,750ml,Antonio Olive,Medium Acidity
,12-15 months for the second fermentation,11%,20-50 years,,SPAIN,2.500 vines/hectare,"Pale straw color with a fine foam. Floral and fruity on the nose, with fine aromas formed during bottling ageing. On the palate, balanced with long-lasting bubbles that give the Cava a refreshing aftertaste.",,Fermentation and maceration in stainless steel vats at controlled temperatures.,"Macabeo, Parellada, Xarello","Both Mechanic and Manual, depending on the vineyard",,,"Balanced, Fresh, Good Length","FEDERICO PATERNINA - Cava Organic Brut Semi-Sec, Penedes - Spain","Floral, Fruity",,,32.0,Marques de la Concordia Family of Wines,Champagne & Sparkling,5.000 Kg/Ha,,Penedes,Pair with white fish,CH56,2019,750,Antonio Olivé,High Acidity
,,12%,25-20 Years old,,FRANCE,6500 / hectare,"This Muscadet punches above its weight, mixing lemon zinginess with a dry edge. This is a superstar aperitif just made for sharing with friends on a summer evening and also works brilliantly with all fish and seafood dishes.  Vintage in image may vary. Refer to wine facts for current vintage.",,Tank,Melon de Bourgogne,Machine,,,"Crisp, Dry, Light-bodied","DOMAINE DU BOIS MALINGE 2023 - Muscadet Sèvre Et Maine ""Sur Lie"" - Loire Valley - France","Citrus, Nutty",,,32.0,Sarl Gilbert Chon ET Fils,White Wine,90000,,Loire Valley,"A perfect match for tuna and seafood and the classic accompaniment to the French favourite moules mariniere. A Muscadet with muscles, with mussels.",LO07,2023,,XAVIER CHON,Medium Acidity
"Sweet Wine, Berliner Wein Trophy - Best Producer Sparkling Wine Italy",Charmat method for 3 months followed by at least 2 months of ageing in the bottle.,11.0%,30/40 years,,ITALY,3000 vines per hectare,"Light straw yellow colour with greenish reflections. An intense, fruity nose that is slightly aromatic, with nuances ranging from apple to apricot and mixed fruit salad. A persistent and rounded palate, slightly vivaceous, and with a pleasant, sweetish finish.",Fresh fruit platter.,White wine vinification with soft pressing of the grapes and  temperature-controlled fermentation. No maceration,Selected white grapes,Manual,,Finger food & tapas.,"Fruity, Medium Bubbles, Round, Sweet","VALDO ""Ice Blanc De Blancs"" - Spumante Demi-Sec - Veneto - Italy","Fruity, Tropical Fruit, Apple",,,32.0,Spumanti Valdo,Champagne & Sparkling,Carefully selected grapes from the most prestigious wine-growing areas yield this sparkling wine that exemplifies the mastery and the ancient sparkling wine tradition of Valdobbiadene.,,Veneto,,CH48,NV,,Mr. Zanon Gianfranco,Medium Acidity
Vegan Wine,3 months in stainless steel before bottling,9.90%,,,AUSTRALIA,,"Light but aromatic cues of lemon, apple, and pear. A fresh and vibrant wine with flavours that flow effortlessly to fill the palate and finish long, pure and refreshing with cleansing acidity. Perfect with pork ramen noodles.",,Grapes are destemmed and fermented in stainless steel tanks.,,"Machine, early morning",,"Pair with pork, cured meat",,TREAD SOFTLY 2024 - Pinot Grigio - Australia,,,,32.0,Fourth Wave Wine,White Wine,Sustainable,,,,AU175,2024,750,Corey Ryan,Medium Acidity
Vegan Wine,Stainless Steel,10%,,,AUSTRALIA,,"Fruit driven flavours are at the fore with fresh pear, apple and subtle citrus fruit with florals and brown spice in support. The wine has a fine, persistent bead and the freshness of acidity helps to drive a longer and satisfying finish.",,Destemming and crushing prior to a regular fermentation in stainless steel tank. A secondary tank ferment ensues to create and capture the CO2 and then a short period of storage before bottling for an early release.,,"Machine, early morning",,,,TREAD SOFTLY - Prosecco - South Australia (Pack of 4 x 250ml Can),,,,32.0,,White Wine,,,,,BMPR293,NV,250,,Medium Acidity
Luca Maroni 94 Points,In steel,12.5%,25-30 years,Pair with fresh cheesees,ITALY,3500 plants per hectar,"Pale straw yellow. Good complexity, where fruity notes marry floral sensations. An exotic touch completes the bouquet. Fresh and mineral. Savory and long finish. Excellent with starters and fish-first courses.  Vintage in image may vary. Refer to wine facts for current vintage.",,"Pressing with grape destemming, followed by soft pressing and start of fermentation at a controlled temperature 17-18°C",,By Hand,,Pair with white meat,,"TINAZZI ""Dysmè"" 2022 - Fiano - Puglia IGP - Italy",,,,32.0,San Giorgio Srl (Owned by Tinazzi),White Wine,120Q/130Q hectare,,Puglia,Pairs well with fish,IT212,2022,750,Giuseppe Gallo,Medium Acidity
Vegan Wine,3 months in stainless steel before bottling,10.80%,,,AUSTRALIA,,This lighter bodied Shiraz shows real restraint yet is enormously flavoursome. Nicely rounded with soft tannins and persistent intensity make this a genuine crowd pleaser. Pair it with a cheese platter.,,Grapes are destemmed and fermented in stainless steel tanks.,Pinot Grigio,"Machine, early morning",,,,TREAD SOFTLY 2024 - Shiraz - Australia,,,,32.0,Fourth Wave Wine,Red Wine,,,South Eastern Australia,,AU176,2024,750,Corey Ryan,Medium Acidity
James Suckling 90 Points,in steel,14%,15-20 years,Pair with cheese.,ITALY,4000-4500 plants per hectar,"Intense garnet red. Intense and enveloping, rich with notes of ripe red berry fruits, especially cherry, berries and raspberries. In the mouth reveals good structure, finish of excellent persistence. Excellent with savory pasta dishes, red meats and medium-aged cheeses. Serve chilled to 18-20°C.  Vintage in image may vary. Refer to wine facts for current vintage.",,Grapes harvested in the second half of September upon reaching the optimal state of ripeness. Fermentation with maceration for 8-10 days at a temperature of 22-24°C,,By Hand,Pair with pasta dishes.,Pair with red meats.,,"TINAZZI ""Nyktós"" 2022 - Aglianico - Puglia IGP - Italy",,,,32.0,San Giorgio Srl (Owned by Tinazzi),Red Wine,110Q/120Q hectare,,Puglia,,IT213,2022,750,Giuseppe Gallo,Medium Acidity
,2-3 months,13%,15-20 years,Pair with aged cheese.,ITALY,"At least 3,300 vines per hectare.","The wine has an intense ruby color with matching highlights. The bouquet is complex with a mix of fruit and spices. The palate demonstrates fresh fruit from the Barbera and persistence from the Nebbiolo.  Albarossa, also known as ""Incrocio Dalmasso,"" because the creator of the cross breeding was by a famous professor, named Dalmasso. The wine is obtained by a cross-breeding of Nebbiolo di Dronero and Barbera.  Vintage in image may vary. Refer to wine facts for current vintage.",,"100% crushed and destemmed, fermenting temperature between 25-28°C, maceration for 6 to 8 days with daily pump-overs and/or délestage",,By hand,,Pair with grilled meats.,,"RICOSSA 2019 - Albarossa - Piemonte DOC - Piedmont, Italy",,,,32.0,Mondo Del Vino S.P.A.,Red Wine,Mondo Del Vino S.P.A.,,Piedmont,,IT214,2019,750,Stella Grasso,Medium Acidity
Luca Maroni 92 Points,,11.00%,20-25yrs,,ITALY,"3,000-4,000/ha","Soft straw yellow colour. Fresh and floral bouquet, slightly aromatic. Fruity and elegant palate. Excellent for fine and light dishes and throughout the day.",,,Glera,Guyot,"Light dishes, salads, vegetarian food.",,"Easy-drinking, Fresh, Fruity, Light-bodied, Medium Bubbles",CASA DE FRÀ - Prosecco DOC - Veneto - Italy,"Floral, Fruity, Apple",,,32.0,Cielo e Terra,Champagne & Sparkling,110 hl/ha,,Veneto,Light seafood appetisers.,CH15,NV,,Massimo Marin,Medium Acidity
,,,,,SOUTH AFRICA,,"Spier Seaward wines are influenced in style by the Cape's unique climate created by the warm and cool ocean currents the meet at its shore.  This wine offers flavours of black cherry and mulberry, complemented by a rich complex middle palate with hints of allspice and vanilla.  Serve with lamb, venison and rich pasta.  Vintage in image may vary. Refer to wine facts for current vintage.",,,Pinotage,,,"Pair with beef, game, poultry",,SPIER SEAWARD 2021 - Pinotage - Coastal Region - South Africa,,,,33.0,,Red Wine,,,,,SA38,2021,750,,Medium Acidity
,A portion is transferred to oak for 8-10 months,13%,5 years,"Cheddar, Gouda or Brie cheeses.",CHILE,,"Red with blue hues and a nose that displays ripe red fruit aromas combined with vanilla and mocha hints. The palate is agile, especially on the entry, with marked ripe tannins. Excellent to pair with meals. The finish is juicy, persistent and lingering.",,"The fermentation process begins after a gentle harvest, in stainless steel tanks around 25ºC to preserve the characteristics of the berries.",Merlot,Hand picked & mechanical,,"Lamb, roast beef, lasagna, grilled chicken, ham.","Fruity, Medium Length, Medium-bodied, Soft Tannin","ARESTI ""Bellavista"" 2021 - Merlot Reserva  - Curico Valley - Chile","Chocolate, Fruity, Red Berries",,,34.0,Aresti Chile Wine S.A.,Red Wine,8 tons/ha,,Curicó Valley,,CL28,2021,,Jon Usabiaga,Medium Acidity
